label,ï»¿publisher,publisherarea,publishertype,year,rawtitle,usedtitle,title_tokens,cluster
262,mediaindonesia,national,media,2019,Pelepasliaran Kukang Jawa,pelepasliaran kukang jawa,"['pelepasliaran', 'kukang', 'jawa']",5
263,menlhk,national,government,2019,Edukasi Satwa Dilindungi Bagi PAUD Di SKW II ,edukasi satwa lindung paud skw ii,"['edukasi', 'satwa', 'lindung', 'paud', 'skw', 'ii']",3
264,menlhk,national,government,2019,Balai Besar KSDA Sumatera Utara Peringati Hari Keanekaragaman Hayati          ,balai ksda sumatera utara keanekaragaman hayati,"['balai', 'ksda', 'sumatera', 'utara', 'keanekaragaman', 'hayati']",1
265,menlhk,national,government,2019,Bersama Ditreskrimsus Polda DIY   BKSDA Yogyakarta Lakukan Pengamanan dan Penertiban Kepemilikan Satwa Liar ,ditreskrimsus polda diy bksda yogyakarta aman tertib milik satwa liar,"['ditreskrimsus', 'polda', 'diy', 'bksda', 'yogyakarta', 'aman', 'tertib', 'milik', 'satwa', 'liar']",6
266,goodnewsfromindonesia,national,media,2019,Alby Kini Hidup Liar di Bukit Barisan Selatan,alby hidup liar bukit baris selatan,"['alby', 'hidup', 'liar', 'bukit', 'baris', 'selatan']",6
267,kumparan,national,media,2019,Foto Profauna Indonesia Ajak Masyarakat Hentikan Perburuan Primata,foto profauna indonesia ajak masyarakat henti buru primata,"['foto', 'profauna', 'indonesia', 'ajak', 'masyarakat', 'henti', 'buru', 'primata']",7
268,sukabumiupdate,local,media,2019,Kukang Ditemukan Penuh Luka di Sukabumi   Diduga Bekas Tembakan Senapan Angin ,kukang temu penuh luka sukabumi duga bekas tembak senapan angin,"['kukang', 'temu', 'penuh', 'luka', 'sukabumi', 'duga', 'bekas', 'tembak', 'senapan', 'angin']",1
269,antvklik,national,media,2019,Seorang Ibu Ditangkap Menjual Hewan Kukang Yang Dilindungi,tangkap jual hewan kukang lindung,"['tangkap', 'jual', 'hewan', 'kukang', 'lindung']",2
270,liputan6,national,media,2019,FOTO BKSDA Aceh Lepas Liar Dua Satwa Dilindungi ,foto bksda aceh lepas liar satwa lindung,"['foto', 'bksda', 'aceh', 'lepas', 'liar', 'satwa', 'lindung']",3
271,bksdakalsel,local,media,2019,Edukasi Satwa Dilindungi Bagi PAUD Di SKW II,edukasi satwa lindung paud skw ii,"['edukasi', 'satwa', 'lindung', 'paud', 'skw', 'ii']",3
272,profauna,national,community,2019,Perburuan Satwa Liar di Kondang Iwak   Kabupaten Malang Masih Tinggi ,buru satwa liar kondang iwak kabupaten malang tinggi,"['buru', 'satwa', 'liar', 'kondang', 'iwak', 'kabupaten', 'malang', 'tinggi']",6
273,asiatoday,national,media,2019,Terancam Punah        Primata Kukang Jawa Dilepasliarkan di Hutan Gunung Halimun Salak ,ancam punah primata kukang jawa lepasliar hutan gunung halimun salak,"['ancam', 'punah', 'primata', 'kukang', 'jawa', 'lepasliar', 'hutan', 'gunung', 'halimun', 'salak']",5
274,gantanews,national,media,2019,Selamatkan Populasi dan Habitat Kukang   Mulai Dari Sekarang ,selamat populasi habitat kukang,"['selamat', 'populasi', 'habitat', 'kukang']",1
275,internationalanimalrescue,national,community,2019,Menjaga Kelestarian Bentang Alam Batutegi ,jaga lestari bentang alam batutegi,"['jaga', 'lestari', 'bentang', 'alam', 'batutegi']",6
276,natunakab,local,government,2019,Kekah ( Presbytis Natunae )    Satwa Endemik Pulau Natuna yang Terancam Punah ,kekah presbytis natunae satwa endemik pulau natuna ancam punah,"['kekah', 'presbytis', 'natunae', 'satwa', 'endemik', 'pulau', 'natuna', 'ancam', 'punah']",7
277,klikhijau,national,media,2019,Kukang   Si Mungil Manja dan    Fakta Unik Tentangnya ,kukang si mungil manja fakta unik,"['kukang', 'si', 'mungil', 'manja', 'fakta', 'unik']",4
278,apahabar,national,media,2019,Dikandangkan Warga   Kukang Kalimantan Dilepasliarkan di Hutan Tapin ,kandang warga kukang kalimantan lepasliar hutan tapin,"['kandang', 'warga', 'kukang', 'kalimantan', 'lepasliar', 'hutan', 'tapin']",1
279,antaranews,national,media,2019,Membantu sang raja hutan di habitat Guntur Papandayan,bantu sang raja hutan habitat guntur papandayan,"['bantu', 'sang', 'raja', 'hutan', 'habitat', 'guntur', 'papandayan']",1
280,tribunnews,national,media,2020,FOTO   Pelepasliaran      individu Kukang Jawa di Taman Nasional Halimun Salak,foto pelepasliaran individu kukang jawa taman nasional halimun salak,"['foto', 'pelepasliaran', 'individu', 'kukang', 'jawa', 'taman', 'nasional', 'halimun', 'salak']",5
281,antaranews,national,media,2020,BKSDA Banten amankan empat ekor hewan dilindungi dari pedagang online ,bksda banten aman ekor hewan lindung dagang online,"['bksda', 'banten', 'aman', 'ekor', 'hewan', 'lindung', 'dagang', 'online']",3
282,mongabay,national,media,2020,Mentilin   Fauna Identitas Bangka Belitung yang Terancam Punah,mentilin fauna identitas bangka belitung ancam punah,"['mentilin', 'fauna', 'identitas', 'bangka', 'belitung', 'ancam', 'punah']",7
283,prokal,local,media,2020,Kukang Kalimantan Diserahkan ke BKSDA ,kukang kalimantan serah bksda,"['kukang', 'kalimantan', 'serah', 'bksda']",0
284,antaranews,national,media,2020,Penyelamatan hewan dilindungi ,selamat hewan lindung,"['selamat', 'hewan', 'lindung']",3
285,kompas,national,media,2020,Keberadaan Kukang Makin Terancam ,kukang ancam,"['kukang', 'ancam']",4
286,mongabay,national,media,2020,Mewaspadai Perdagangan Ilegal Kukang di Media Sosial,waspada dagang ilegal kukang media sosial,"['waspada', 'dagang', 'ilegal', 'kukang', 'media', 'sosial']",4
287,tribunnews,national,media,2020,Seekor Bayi Kukang Diserahkan ke BBKSDA Riau   Ditemukan Saat Membuka Perkebunan di Perbatasan,ekor bayi kukang serah bbksda riau temu buka kebun batas,"['ekor', 'bayi', 'kukang', 'serah', 'bbksda', 'riau', 'temu', 'buka', 'kebun', 'batas']",0
288,kompas,national,media,2020,Terlihat Menggemaskan   Gigitan Kukang Asal Indonesia Ini Beracun dan Mematikan  ,gemas gigit kukang indonesia racun mati,"['gemas', 'gigit', 'kukang', 'indonesia', 'racun', 'mati']",4
289,mongabay,national,media,2020,Taman Satwa Tanpa Izin di Kalimantan Barat Ditertibkan   Pengelolanya Ditetapkan Tersangka,taman satwa izin kalimantan barat tertib kelola sangka,"['taman', 'satwa', 'izin', 'kalimantan', 'barat', 'tertib', 'kelola', 'sangka']",3
290,tribunnews,national,media,2020,Warga Sukabumi Ini Pingsan Usai Digigit Kukang   Ternyata Ini Bahaya Racun Satwa Ini Menurut Dokter,warga sukabumi pingsan gigit kukang bahaya racun satwa dokter,"['warga', 'sukabumi', 'pingsan', 'gigit', 'kukang', 'bahaya', 'racun', 'satwa', 'dokter']",0
291,kompas,national,media,2020,Jual Beli Satwa Dilindungi Dibongkar   Dibanderol hingga Rp    Juta Per Ekor,jual beli satwa lindung bongkar banderol rp juta ekor,"['jual', 'beli', 'satwa', 'lindung', 'bongkar', 'banderol', 'rp', 'juta', 'ekor']",2
292,grid,national,media,2020,Kopi Kang dan Budidaya Maggot   Upaya Unik Warga Jawa Barat Jaga Kelestarian Lingkungan ,kopi kang budidaya maggot upaya unik warga jawa barat jaga lestari lingkung,"['kopi', 'kang', 'budidaya', 'maggot', 'upaya', 'unik', 'warga', 'jawa', 'barat', 'jaga', 'lestari', 'lingkung']",1
293,suara,national,media,2020,Satwa Dilindungi Dilepasliarkan ke TWA Danau Sicike,satwa lindung lepasliar twa danau sicike,"['satwa', 'lindung', 'lepasliar', 'twa', 'danau', 'sicike']",3
294,republika,national,media,2020,Intip Pusat Rehabilitasi Harimau Sumatra di Tambling Lampung ,intip pusat rehabilitasi harimau sumatra tambling lampung,"['intip', 'pusat', 'rehabilitasi', 'harimau', 'sumatra', 'tambling', 'lampung']",1
295,mediabanten,local,media,2020,Tertangkap Kamera   Badak Bercula Satu Mandi Laut di TN Ujungkulon ,tangkap kamera badak cula mandi laut tn ujungkulon,"['tangkap', 'kamera', 'badak', 'cula', 'mandi', 'laut', 'tn', 'ujungkulon']",1
296,kompas,national,media,2020,Hewan dan Tumbuhan Langka di Indonesia,hewan tumbuh langka indonesia,"['hewan', 'tumbuh', 'langka', 'indonesia']",1
297,dara,national,media,2020,ditemukan di atas pohon seekor kukang berhasil dievakuasi warga,temu pohon ekor kukang hasil evakuasi warga,"['temu', 'pohon', 'ekor', 'kukang', 'hasil', 'evakuasi', 'warga']",0
298,pikiran-rakyat,national,media,2020,Berbahaya Jangan Pelihara Kukang,bahaya pelihara kukang,"['bahaya', 'pelihara', 'kukang']",4
299,pikiran-rakyat,national,media,2020,Gigit Warga Hingga Pingsan   Kukang Jawa Dievakuasi ke PPCS,gigit warga pingsan kukang jawa evakuasi ppcs,"['gigit', 'warga', 'pingsan', 'kukang', 'jawa', 'evakuasi', 'ppcs']",5
300,republika,national,media,2020,Nikmatnya Seruput Kopi Kang di Tengah Habitat Kukang ,nikmat seruput kopi kang tengah habitat kukang,"['nikmat', 'seruput', 'kopi', 'kang', 'tengah', 'habitat', 'kukang']",1
301,tribunnews,national,media,2020,Warga Sukabumi Tak Sadarkan Diri setelah Digigit Kukang   Dokter Jelaskan Bahaya Racun Satwa Ini,warga sukabumi sadar gigit kukang dokter bahaya racun satwa,"['warga', 'sukabumi', 'sadar', 'gigit', 'kukang', 'dokter', 'bahaya', 'racun', 'satwa']",0
302,prokal,local,media,2020,Kukang Kalimantan Diserahkan ke BKSDA ,kukang kalimantan serah bksda,"['kukang', 'kalimantan', 'serah', 'bksda']",0
303,inews,national,media,2020,   Penjual Hewan Langka di Batu Ditangkap   Seekor Kukang Jawa dan Kadal Panana Diamankan,jual hewan langka batu tangkap ekor kukang jawa kadal panana aman,"['jual', 'hewan', 'langka', 'batu', 'tangkap', 'ekor', 'kukang', 'jawa', 'kadal', 'panana', 'aman']",2
304,headlinekaltim,local,media,2020,Warga Serahkan Seekor Kukang ke BKSDA ,warga serah ekor kukang bksda,"['warga', 'serah', 'ekor', 'kukang', 'bksda']",0
305,sukabumiupdate,local,media,2020,Ditemukan Warga Baros Sukabumi   Seekor Kukang Kembali Hidup Bebas di Gunung Beser ,temu warga baros sukabumi ekor kukang hidup bebas gunung beser,"['temu', 'warga', 'baros', 'sukabumi', 'ekor', 'kukang', 'hidup', 'bebas', 'gunung', 'beser']",0
306,grid,national,media,2020,Hati Hati      Hewan Mamalia Ini Ternyata Beracun Padahal Penampilannya Lucu dan Menggemaskan ,hati hati hewan mamalia racun tampil lucu gemas,"['hati', 'hati', 'hewan', 'mamalia', 'racun', 'tampil', 'lucu', 'gemas']",1
307,bisnis,national,media,2020,BKSDA Banten Amankan Seekor Kukang Jawa Yang Dipelihara Warga,bksda banten aman ekor kukang jawa pelihara warga,"['bksda', 'banten', 'aman', 'ekor', 'kukang', 'jawa', 'pelihara', 'warga']",0
308,medcom,national,media,2020,Hewan Peliharaan yang Ilegal di Amerika Serikat,hewan pelihara ilegal amerika serikat,"['hewan', 'pelihara', 'ilegal', 'amerika', 'serikat']",1
309,detik,national,media,2020,Bidang KSDA Ciamis Amankan Buaya Muara Penyerahan dari Warga,bidang ksda ciamis aman buaya muara serah warga,"['bidang', 'ksda', 'ciamis', 'aman', 'buaya', 'muara', 'serah', 'warga']",0
310,kumparan,national,media,2020,Satwa Langka Masih Betah   Curug Cijengkol jadi Taman Bumi di Cidadap Sukabumi,satwa langka betah curug cijengkol taman bumi cidadap sukabumi,"['satwa', 'langka', 'betah', 'curug', 'cijengkol', 'taman', 'bumi', 'cidadap', 'sukabumi']",3
311,metrojambi,local,media,2020,BKSDA Jambi Rehabilitasi Puluhan Hewan di Pusat Transit dan Penyelamatan Satwa ,bksda jambi rehabilitasi puluh hewan pusat transit selamat satwa,"['bksda', 'jambi', 'rehabilitasi', 'puluh', 'hewan', 'pusat', 'transit', 'selamat', 'satwa']",3
312,mongabay,national,media,2020,Berharap Bentang Alam Gunung Mangkol Tidak Kritis Lagi,harap bentang alam gunung mangkol kritis,"['harap', 'bentang', 'alam', 'gunung', 'mangkol', 'kritis']",6
313,malang-post,local,media,2020,Tujuh Lutung Jawa   Susul        Koleganya,tujuh lutung jawa susul kolega,"['tujuh', 'lutung', 'jawa', 'susul', 'kolega']",5
314,mongabay,national,media,2020,Mengapa Banyak Spesies Terancam Punah yang Terabaikan Dunia?,spesies ancam punah abai dunia,"['spesies', 'ancam', 'punah', 'abai', 'dunia']",7
315,antaranews,national,media,2020,Bunga rafflesia tuan mudae mekar di Cagar Alam Maninjau Agam ,bunga rafflesia tuan mudae mekar cagar alam maninjau agam,"['bunga', 'rafflesia', 'tuan', 'mudae', 'mekar', 'cagar', 'alam', 'maninjau', 'agam']",6
316,kumparan,national,media,2020,     Hewan Lucu yang Sebenarnya Sangat Bahaya dan Bisa Bunuh Manusia,hewan lucu bahaya bunuh manusia,"['hewan', 'lucu', 'bahaya', 'bunuh', 'manusia']",1
317,kompas,national,media,2020,Perlindungan Ekosistem Hutan Batang Toru Terus Didorong ,lindung ekosistem hutan batang toru dorong,"['lindung', 'ekosistem', 'hutan', 'batang', 'toru', 'dorong']",3
318,jatimnow,local,media,2020,Sindikat Perdagangan Hewan Langka Dilindungi di Jawa Timur Dibongkar,sindikat dagang hewan langka lindung jawa timur bongkar,"['sindikat', 'dagang', 'hewan', 'langka', 'lindung', 'jawa', 'timur', 'bongkar']",3
319,jatimnow,local,media,2020,   Jantan dan    Betina Lutung Jawa Dilepasliarkan di Hutan Coban Talun,jantan betina lutung jawa lepasliar hutan coban talun,"['jantan', 'betina', 'lutung', 'jawa', 'lepasliar', 'hutan', 'coban', 'talun']",5
320,antaranews,national,media,2020,BKSDA Jambi lepas liarkan      ekor satwa dilindungi ,bksda jambi lepas liar ekor satwa lindung,"['bksda', 'jambi', 'lepas', 'liar', 'ekor', 'satwa', 'lindung']",3
321,antaranews,national,media,2020,BKSDA edarkan brosur daftar satwa dilindungi cegah perdagangan ilegal ,bksda edar brosur daftar satwa lindung cegah dagang ilegal,"['bksda', 'edar', 'brosur', 'daftar', 'satwa', 'lindung', 'cegah', 'dagang', 'ilegal']",3
322,goriau,local,media,2020,Ancaman Denda Hingga Rp       Juta   Satwa Mamalia yang Langka dan Dilindungi Ini Tak Boleh Diburu di Hutan Riau,ancam denda rp juta satwa mamalia langka lindung buru hutan riau,"['ancam', 'denda', 'rp', 'juta', 'satwa', 'mamalia', 'langka', 'lindung', 'buru', 'hutan', 'riau']",3
323,tribunnews,national,media,2020,Tersangka Kepemilikan Belasan Satwa Dilindungi & Taman Satwa Tak Berizin Seret Nama Panji Petualang,sangka milik bas satwa lindung taman satwa izin seret nama panji tualang,"['sangka', 'milik', 'bas', 'satwa', 'lindung', 'taman', 'satwa', 'izin', 'seret', 'nama', 'panji', 'tualang']",3
324,zonautara,national,media,2020,Terlihat menggemaskan        hewan ini ternyata berbahaya,gemas hewan bahaya,"['gemas', 'hewan', 'bahaya']",1
325,republika,national,media,2020,Populasi Lutung Jawa di Gunung Biru Cenderung Bertambah ,populasi lutung jawa gunung biru cenderung,"['populasi', 'lutung', 'jawa', 'gunung', 'biru', 'cenderung']",5
326,inews,national,media,2020,Polda Kalsel Ungkap Jual Beli Satwa Dilindungi,polda kalsel jual beli satwa lindung,"['polda', 'kalsel', 'jual', 'beli', 'satwa', 'lindung']",2
327,tribunnews,national,media,2020,Satwa Endemik Bangka Mentilin Dilepasliarkan ke Kawasan Taman Hutan Raya Menumbing,satwa endemik bangka mentilin lepasliar kawasan taman hutan raya menumbing,"['satwa', 'endemik', 'bangka', 'mentilin', 'lepasliar', 'kawasan', 'taman', 'hutan', 'raya', 'menumbing']",1
328,kompas,national,media,2020,Mengungkap Jalur Sutra dan Bisnis Gelap Burung Kicau di Sumatera  ,jalur sutra bisnis gelap burung kicau sumatera,"['jalur', 'sutra', 'bisnis', 'gelap', 'burung', 'kicau', 'sumatera']",1
329,kompas,national,media,2020,   Aktivitas Seru di TWA Sibolangit   Lihat Rangkong dan Trenggiling  ,aktivitas seru twa sibolangit rangkong trenggiling,"['aktivitas', 'seru', 'twa', 'sibolangit', 'rangkong', 'trenggiling']",1
330,suara,national,media,2020,Beredar Video Oknum Kapolres di Riau Diduga Mengadu Owa dengan Anjing,edar video oknum kapolres riau duga adu owa anjing,"['edar', 'video', 'oknum', 'kapolres', 'riau', 'duga', 'adu', 'owa', 'anjing']",1
331,grid,national,media,2020,Kisah Relawan Terumbu Karang yang    Bulan Terjebak di Pulau Terpencil Akibat Lockdown   Bertahan Hidup Berdampingan dengan Hewan hewan Liar dan Sering Kelaparan ,kisah rawan terumbu karang jebak pulau pencil akibat lockdown tahan hidup damping hewan hewan liar lapar,"['kisah', 'rawan', 'terumbu', 'karang', 'jebak', 'pulau', 'pencil', 'akibat', 'lockdown', 'tahan', 'hidup', 'damping', 'hewan', 'hewan', 'liar', 'lapar']",6
332,ugm,local,academic,2020,Pola Tidur Kukang Jawa Dipengaruhi oleh Cahaya dan Suhu di Sekitarnya ,pola tidur kukang jawa pengaruh cahaya suhu,"['pola', 'tidur', 'kukang', 'jawa', 'pengaruh', 'cahaya', 'suhu']",5
333,detik,national,media,2020,Warga Cianjur Temukan Seekor Kukang di Halaman Rumah,warga cianjur temu ekor kukang halaman rumah,"['warga', 'cianjur', 'temu', 'ekor', 'kukang', 'halaman', 'rumah']",0
334,menlhk,national,government,2020,     Kukang Sumatera Pulang Kembali Ke Habitatnya Tepat di Hari Bhakti Rimbawan ,kukang sumatera pulang habitat bhakti rimbawan,"['kukang', 'sumatera', 'pulang', 'habitat', 'bhakti', 'rimbawan']",4
335,menlhk,national,government,2020,Pecinta Satwa Serahkan Kukang Jawa ke BBKSDA Jabar ,cinta satwa serah kukang jawa bbksda jabar,"['cinta', 'satwa', 'serah', 'kukang', 'jawa', 'bbksda', 'jabar']",0
336,cnnindonesia,national,media,2020,FOTO Mengantar Kukang Pulang ke Rumahnya,foto kukang pulang rumah,"['foto', 'kukang', 'pulang', 'rumah']",1
337,menlhk,national,government,2020,Si Malu Malu Masih Berkeliaran Di Jaringan Kabel Listrik PLN ,si malu malu liar jaring kabel listrik pln,"['si', 'malu', 'malu', 'liar', 'jaring', 'kabel', 'listrik', 'pln']",6
338,menlhk,national,government,2020,Pelepasliaran Kukang di Cagar Alam Pararawen I dan II ,pelepasliaran kukang cagar alam pararawen ii,"['pelepasliaran', 'kukang', 'cagar', 'alam', 'pararawen', 'ii']",6
339,kompas,national,media,2020,Warga Temukan Seekor Kukang yang ditemuinya ke ppsc,warga temu ekor kukang temu ppsc,"['warga', 'temu', 'ekor', 'kukang', 'temu', 'ppsc']",0
340,mongabay,national,media,2020,Hati Wendi Prameswari Tidak Bisa Berpaling dari Kukang,hati wendi prameswari kukang,"['hati', 'wendi', 'prameswari', 'kukang']",4
341,menlhk,national,government,2020,Pelepasliaran Kukang di TWA Pulau Burung dan Pulau Suwangi SKW    ,pelepasliaran kukang twa pulau burung pulau suwangi skw,"['pelepasliaran', 'kukang', 'twa', 'pulau', 'burung', 'pulau', 'suwangi', 'skw']",1
342,kompas,national,media,2020,Warga Serahkan Kukang Hewan Yang Dilindungi Ke Pmi ,warga serah kukang hewan lindung pmi,"['warga', 'serah', 'kukang', 'hewan', 'lindung', 'pmi']",0
343,republika,national,media,2020,Dua Ekor Kukang Diserahkan Warga ke BKSDA Garut ,ekor kukang serah warga bksda garut,"['ekor', 'kukang', 'serah', 'warga', 'bksda', 'garut']",0
344,menlhk,national,government,2020,BBKSDA Sumut Lepasliarkan Kukang Di Hutan Lindung Batang Toru ,bbksda sumut lepasliar kukang hutan lindung batang toru,"['bbksda', 'sumut', 'lepasliar', 'kukang', 'hutan', 'lindung', 'batang', 'toru']",1
345,internationalanimalrescue,national,community,2020,     Individu Kukang Jawa Kembali Ke Habitatnya di TNGHS ,individu kukang jawa habitat tnghs,"['individu', 'kukang', 'jawa', 'habitat', 'tnghs']",5
346,menlhk,national,government,2020,Warga Desa Aur Gading Selamatkan Satwa Yang Dilindungi ,warga desa aur gading selamat satwa lindung,"['warga', 'desa', 'aur', 'gading', 'selamat', 'satwa', 'lindung']",3
347,mediaindonesia,national,media,2020,Sering Berkelahi Antarsesama   Populasi Kukang Jawa Makin Terancam,kelah antarsesama populasi kukang jawa ancam,"['kelah', 'antarsesama', 'populasi', 'kukang', 'jawa', 'ancam']",5
348,detik,national,media,2020,Melihat Proses Pelepasliaran Kukang Jawa di Gunung Salak,proses pelepasliaran kukang jawa gunung salak,"['proses', 'pelepasliaran', 'kukang', 'jawa', 'gunung', 'salak']",5
349,solopos,local,media,2020,Memprihatinkan Jual Beli Kukang Marak di Medsos ,prihatin jual beli kukang marak medsos,"['prihatin', 'jual', 'beli', 'kukang', 'marak', 'medsos']",2
350,cnbcindonesia,national,media,2020,Nikmatnya Seruput Kopi Kang di Tengah Habitat Kukang,nikmat seruput kopi kang tengah habitat kukang,"['nikmat', 'seruput', 'kopi', 'kang', 'tengah', 'habitat', 'kukang']",1
351,tribunjabar,local,media,2020,Pingsan Digigit Kukang ,pingsan gigit kukang,"['pingsan', 'gigit', 'kukang']",4
352,trans7,national,media,2020,Memberi Makan Kukang ,makan kukang,"['makan', 'kukang']",1
353,detik,national,media,2020,Kukang dan Elang Brontok Dilepasliarkan di Bengkulu,kukang elang brontok lepasliar bengkulu,"['kukang', 'elang', 'brontok', 'lepasliar', 'bengkulu']",1
354,kompas,national,media,2020,Kasihan Kukang Jatuh dari Pohon   Warga Segera Serahkan pada Petugas ,kasihan kukang jatuh pohon warga serah tugas,"['kasihan', 'kukang', 'jatuh', 'pohon', 'warga', 'serah', 'tugas']",0
355,kukangku,national,community,2020,Dipelihara Tetangga   Kukang Kurus Akhirnya Diserahkan Secara Sukarela ,pelihara tetangga kukang kurus serah sukarela,"['pelihara', 'tetangga', 'kukang', 'kurus', 'serah', 'sukarela']",0
356,detik,national,media,2020,Pertamina Berdayakan Petani Kopi di Wilayah Konservasi Kukang Garut,pertamina daya tani kopi wilayah konservasi kukang garut,"['pertamina', 'daya', 'tani', 'kopi', 'wilayah', 'konservasi', 'kukang', 'garut']",1
357,republika,national,media,2020,Kukang dan Elang Brontok Dilepasliarkan ,kukang elang brontok lepasliar,"['kukang', 'elang', 'brontok', 'lepasliar']",1
358,bksdakalsel,local,media,2020,Pelepasliaran Kukang (Nycticebus menagensis) di TWA Pulau Burung dan Pulau Suwangi SKW   ,pelepasliaran kukang nycticebus menagensis twa pulau burung pulau suwangi skw,"['pelepasliaran', 'kukang', 'nycticebus', 'menagensis', 'twa', 'pulau', 'burung', 'pulau', 'suwangi', 'skw']",1
359,sindonews,national,media,2020,     Kukang Jawa Dilepasliarkan di Taman Nasional Gunung Halimun Salak,kukang jawa lepasliar taman nasional gunung halimun salak,"['kukang', 'jawa', 'lepasliar', 'taman', 'nasional', 'gunung', 'halimun', 'salak']",5
360,antaranews,national,media,2020,Pelepasliaran Kukang Jawa di Taman Nasional Halimun Salak ,pelepasliaran kukang jawa taman nasional halimun salak,"['pelepasliaran', 'kukang', 'jawa', 'taman', 'nasional', 'halimun', 'salak']",5
361,kompasmalang,local,media,2020,Polisi Tangkap Penjual Kukang Jawa ,polisi tangkap jual kukang jawa,"['polisi', 'tangkap', 'jual', 'kukang', 'jawa']",2
362,antarafoto,national,media,2020,PELEPASLIARAN KUKANG JAWA ,pelepasliaran kukang jawa,"['pelepasliaran', 'kukang', 'jawa']",5
363,kukangku,national,community,2020,Induk dan Anak Kukang Berhasil Diamankan BKSDA Banten dari Pedagang Online ,induk anak kukang hasil aman bksda banten dagang online,"['induk', 'anak', 'kukang', 'hasil', 'aman', 'bksda', 'banten', 'dagang', 'online']",4
364,ajnn,national,media,2020,Warga Aceh Tengah Serahkan Elang Hitam dan Kukang ke BKSDA,warga aceh tengah serah elang hitam kukang bksda,"['warga', 'aceh', 'tengah', 'serah', 'elang', 'hitam', 'kukang', 'bksda']",0
365,kukangku,national,community,2020,Oces #    Apa Kabar Kukang? ,oces kabar kukang,"['oces', 'kabar', 'kukang']",4
366,liputan6,national,media,2020,Akhir Pengembaraan Ibu dan Anak Kukang di Garut ,embara anak kukang garut,"['embara', 'anak', 'kukang', 'garut']",4
367,detik,national,media,2020,Berawal dari Owa Mati   Kukang Buaya Dievakuasi dari Rumah Kapolres Pelalawan,owa mati kukang buaya evakuasi rumah kapolres pelalawan,"['owa', 'mati', 'kukang', 'buaya', 'evakuasi', 'rumah', 'kapolres', 'pelalawan']",4
368,internationalanimalrescue,national,community,2020,Perjuangan Meli Untuk Mendapatkan Kesempatan Kembali ke Alam Bebas ,juang mel alam bebas,"['juang', 'mel', 'alam', 'bebas']",6
369,kumparan,national,media,2020,Foto Pelepasliaran Kukang Jawa di Taman Nasional Halimun Salak,foto pelepasliaran kukang jawa taman nasional halimun salak,"['foto', 'pelepasliaran', 'kukang', 'jawa', 'taman', 'nasional', 'halimun', 'salak']",5
370,liputan6,national,media,2020,Kisah Pemburu Harimau Sumatra Ketiban Sial Saat Jual Kukang ,kisah buru harimau sumatra ketiban sial jual kukang,"['kisah', 'buru', 'harimau', 'sumatra', 'ketiban', 'sial', 'jual', 'kukang']",2
371,menlhk,national,government,2020,Tiga Penyerahan Satwa Liar Kepada BBKSDA Sumut ,serah satwa liar bbksda sumut,"['serah', 'satwa', 'liar', 'bbksda', 'sumut']",6
372,kukangku,national,community,2020,BKSDA Kalteng Lepasliar Kukang Ke Cagar Alam Pararawen ,bksda kalteng lepasliar kukang cagar alam pararawen,"['bksda', 'kalteng', 'lepasliar', 'kukang', 'cagar', 'alam', 'pararawen']",6
373,kukangku,national,community,2020,BKSDA Kalteng Terima Kukang Serahan Warga ,bksda kalteng terima kukang serah warga,"['bksda', 'kalteng', 'terima', 'kukang', 'serah', 'warga']",0
374,alamsemenit,national,media,2020,Kukang Yang Semakin Terkekang #AlamSemenit ,kukang kekang alamsemenit,"['kukang', 'kekang', 'alamsemenit']",4
375,kitacerdas,national,media,2020,Fakta fakta Unik Tentang Kukang Hewan Menggemaskan Yang Terancam Punah ,fakta fakta unik kukang hewan gemas ancam punah,"['fakta', 'fakta', 'unik', 'kukang', 'hewan', 'gemas', 'ancam', 'punah']",7
376,atmago,national,media,2020,SATU EKOR KUKANG JAWA DISERAHKAN WARGA ,ekor kukang jawa serah warga,"['ekor', 'kukang', 'jawa', 'serah', 'warga']",0
377,menlhk,national,government,2020,BBKSDA Sumut Lepas      Ekor Satwa Liar di TWA Sicike Cike ,bbksda sumut lepas ekor satwa liar twa sicike cike,"['bbksda', 'sumut', 'lepas', 'ekor', 'satwa', 'liar', 'twa', 'sicike', 'cike']",6
378,goodnewsfromindonesia,national,media,2020,Si Mata Belo yang Terancam Punah,si belo ancam punah,"['si', 'belo', 'ancam', 'punah']",7
379,detik,national,media,2020,Potret Pelepasliaran Kukang Jawa di Gunung Salak,potret pelepasliaran kukang jawa gunung salak,"['potret', 'pelepasliaran', 'kukang', 'jawa', 'gunung', 'salak']",5
380,trans7,national,media,2020,Warga Pingsan Digigit Kukang Liar ,warga pingsan gigit kukang liar,"['warga', 'pingsan', 'gigit', 'kukang', 'liar']",6
381,liputan6,national,media,2020,FOTO Melihat Perawatan Meli   Bayi Kukang Tanpa Induk ,foto awat mel bayi kukang induk,"['foto', 'awat', 'mel', 'bayi', 'kukang', 'induk']",4
382,idntimes,national,media,2020,     Ekor Kukang Jawa Kembali ke Habitat Aslinya di TNGHS,ekor kukang jawa habitat asli tnghs,"['ekor', 'kukang', 'jawa', 'habitat', 'asli', 'tnghs']",5
383,internationalanimalrescue,national,community,2020,Kilas Balik Kami di          ,kilas,['kilas'],1
384,antaranews,national,media,2020,Penyelamatan hewan dilindungi,selamat hewan lindung,"['selamat', 'hewan', 'lindung']",3
